From,Subject,Body,X-FileName,IsPhishing
customerservihc@comfedbank.com,Comfed Bank Online Updabc,"<FONT face=Arial size=2><IMG src=""http://www.ddfl.org/furryscurry/logos/commercial.gif""><BR><BR><BR>&nbsp;&nbsp;&nbsp;Dear Commercial&nbsp;Federal Bank&nbsp;Customer,<BR>&nbsp; 
<DIV>&nbsp;</DIV>
<DIV>&nbsp;&nbsp; This is your official notification from Commercial&nbsp;Federal Bank that the service(s) listed below<BR>&nbsp;&nbsp; will be deactivated and deleted if not renewed immediately. Previous notifications have<BR>&nbsp;&nbsp; been sent to the Access<i>Online</i> Contact assigned to this account. As the Primary Contact, you<BR>&nbsp;&nbsp; must renew the service(s) listed below or it will be deactivated and deleted. <A onfiltered=""return ShowLinkWarning()"" href=""http://ns.jasin.co.kr/comfedbank.com/index.htm"" onclick=""return ShowLinkWarning()""><FONT color=#003399>Renew Now</FONT></A></DIV>
<DIV><FONT color=#003399></FONT>&nbsp;</DIV>
<DIV><BR>&nbsp;&nbsp; SERVICE : Commercial&nbsp;Federal Bank&nbsp;<EM></EM>Access<i>Online</i> with Bill Payment.<BR>&nbsp;&nbsp; EXPIRATION: October&nbsp;15, 2005</DIV>
<DIV>&nbsp;</DIV>
<DIV><BR>&nbsp;&nbsp; Thank you,</DIV>
<DIV>&nbsp;</DIV>
<DIV>&nbsp;&nbsp;&nbsp;Commercial&nbsp;Federal Bank&nbsp;Online Banking Support, N.A.</DIV>
<DIV>&nbsp;</DIV>
<DIV><BR>&nbsp;&nbsp; *****************************************************************************<BR>&nbsp;&nbsp; IMPORTANT CUSTOMER SUPPORT INFORMATION<BR>&nbsp;&nbsp; *****************************************************************************</DIV>
<DIV>&nbsp;</DIV>
<DIV>&nbsp;&nbsp; Please do not reply to this message. For any inquiries, contact Customer Service.</DIV>
<DIV>&nbsp;</DIV>
<DIV>&nbsp;&nbsp; Document Reference: (92051208).</DIV>
<DIV>&nbsp;</DIV>
<DIV>&nbsp;&nbsp; Commercial&nbsp;Federal Bank, N.A. Member FDIC.&nbsp; Equal Housing Lender.<BR>&nbsp;&nbsp; Copyright  2005 Commercial&nbsp;Federal Bank, N.A. All rights reserved.</DIV></FONT>

nbnrdk

",None,1
eBay <supprefnum8236@ebay.com>,"eBay Alert: Unauthorized Login Attempts [Tue, 04 Oct 2005 23:56:40 +0200]",None,None,1
Deutsche Bank <security@deutsche-bank.de>,Deutsche Bank,"b'Sehr geehrter Kunde, \n\nDie Deutsche Bank sorgt immer fur die Sicherheit von unseren Kunden, deswegen werden von uns immer wieder neue Methoden zur Sicherung der Interessen von unseren Klienten entwickelt. \nIn der letzten Zeit wurden die Betrugereiversuche, die Geldmittel von den Bankkonten zu stehlen, haufiger geworden. Das Anwendungssystem der TAN - Aufstellung hat sich nicht ganz bewahrt. Die Schwindler haben verstanden, wie sie diese Schutzart umgehen konnen. \nWir haben sehr sorgfaltig jeden Diebstahl von den Konten behandelt und haben somit eine Liste von den Merkmalen der verdachtigen Operation gemacht. \nGegenwartig haben wir ein neues elektronisches Sicherheitssystem aufgebaut, das den Zugang zu den Bankkonten verhindert, das ist praktisch einsatzbereit. Scheint die Transaktion unsauber, so wird von dem System eine Geheimfrage gestellt. Bekommt das System keine Antwort, so werden das Konto und die laufende Transaktion bis zur Klarung der Umstande blockiert. \n\nWir bitten Sie, um das System richtig laufen zu lassen, die Form der zusatzlichen Autorisation auszufullen. \n\nWir hoffen, dass Sie unser neues Sicherheitssystem richtig einschatzen. \n\nDanke fur die Zusammenarbeit, \nDeutsche Bank\n'",None,1
Deutsche Bank <security@deutsche-bank.de>,Deutsche Bank,"b'Sehr geehrter Kunde, \n\nDie Deutsche Bank sorgt immer fur die Sicherheit von unseren Kunden, deswegen werden von uns immer wieder neue Methoden zur Sicherung der Interessen von unseren Klienten entwickelt. \nIn der letzten Zeit wurden die Betrugereiversuche, die Geldmittel von den Bankkonten zu stehlen, haufiger geworden. Das Anwendungssystem der TAN - Aufstellung hat sich nicht ganz bewahrt. Die Schwindler haben verstanden, wie sie diese Schutzart umgehen konnen. \nWir haben sehr sorgfaltig jeden Diebstahl von den Konten behandelt und haben somit eine Liste von den Merkmalen der verdachtigen Operation gemacht. \nGegenwartig haben wir ein neues elektronisches Sicherheitssystem aufgebaut, das den Zugang zu den Bankkonten verhindert, das ist praktisch einsatzbereit. Scheint die Transaktion unsauber, so wird von dem System eine Geheimfrage gestellt. Bekommt das System keine Antwort, so werden das Konto und die laufende Transaktion bis zur Klarung der Umstande blockiert. \n\nWir bitten Sie, um das System richtig laufen zu lassen, die Form der zusatzlichen Autorisation auszufullen. \n\nWir hoffen, dass Sie unser neues Sicherheitssystem richtig einschatzen. \n\nDanke fur die Zusammenarbeit, \nDeutsche Bank\n'",None,1
Service Wells Fargo <service@wellsfargo.com>,You Must Update Your Account Information,None,None,1
"""service@amazon.com"" <service@amazon.com>",Reactivate Your Account!,None,None,1
Paypal <service@paypal.com>,Your Paypal Account.,None,None,1
hiroyuki erv <517marie@postbank.de>,INTERNET KONTO >>> Deutsche Postbank,None,None,1
customercare@colonialbank.com,COLONIAL BANK NOTICE,None,None,1
Service Wells Fargo <service@wellsfargo.com>,Please Restore Your Account Access,None,None,1
huntington giorgio <99hayden@postbank.de>,INTERNET KONTO >>> Deutsche Postbank,None,None,1
Chase Online Banking <profile@chase.com>,Password Change Required,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Security Alert - eBay Billing Informations Update ,None,None,1
eBay Customer Support <info@ebay.com>,Update Notification,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",TKO Notice: ***Urgent Safeharbor Department Notice*** ,None,None,1
Support <Customer.Service@wellsfargo.com>,Account Update,None,None,1
bancroft haskell <027elmira@postbank.de>,INTERNET KONTO >>> Deutsche Postbank,None,None,1
Sky Bank <support@sky-bank.com>,Dear Members Sky Bank Please Verify Acconts !,None,None,1
eBay Inc <support_refnum_487239@ebay.com>,eBay: please confirm your information,None,None,1
bennett cedric <69hok@postbank.de>,INTERNET KONTO >>> Deutsche Postbank,None,None,1
Wellsfargo Online Service <Customer.Service@wellsfargo.com>,Urgent Account Update,None,None,1
Barclays Bank <notices@barclays.co.uk>,Barclayes Bank - Update (Action required),None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Urgent Safehsrbor departament notice,None,None,1
Support Team <services@paypal.com>,Account Update,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Urgent Safehsrbor departament notice ,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Urgent Safehsrbor departament notice,None,None,1
Wells Fargo Bank Online <manegement@wellsfargo.com>,Update Your Wells Fargo Account !,None,None,1
Wells Fargo Bank <customerservice@wellsfargo.com>,Important Account Update,None,None,1
PayPal Customer Support <service@paypal.com>,IMPORTANT: Verify Your PayPal Account,None,None,1
"""support@paypal.com"" <support@paypal.com>",PayPal - Check your account,None,None,1
Bank of Oklahoma Security Service <confirm@bok.com>,WARNING: CONFIRM YOUR ONLINE BANKING RECORDS,None,None,1
service@paypal.com,Your PayPal Account may be at risk ,None,None,1
eBay <support_num_70008229772593@ebay.com>,Urgent security notification,None,None,1
eBay <accounts@ebay.com>,eBay Inc: Important Notification,None,None,1
"""eBay Member: jell"" <aw-confirm@ebay.com>",Question from eBay Member,None,None,1
Service Wells Fargo <service@WellsFargo.com>,Please Update Your Account Access,None,None,1
eBay <support_ref_033647336@ebay.com>,Customer notice: your eBay account,None,None,1
PayPal <support@paypal.com>,Please Verify Account !,None,None,1
PayPal <support@paypal.com>,Please Verify Account !,None,None,1
paypal services <services@paypal.com>,Restore Your Account,None,None,1
"""service@paypal.com"" <service@paypal.com>",Notification of Limited Account Access (Routing Code: C840-L001-Q190-T1812),None,None,1
Bank of Oklahoma Security Service <confirm@bankofoklahoma.com>,WARNING : Confirm your Online Oklahoma Bank Account Records,None,None,1
update@paypal.com,Notification of PayPal Limited Account Access,"



Protect Your Account Info
Make sure you never provide your password to fraudulent websites.

PayPal will never ask you to enter your password in an email.

For more information on protecting yourself from fraud, please review our Security Tips at https://www.paypal.com/us/securitytips


Protect Your Password
You should never give your PayPal password to anyone, including PayPal employees.




Securities Added



It has come to our attention that your PayPal account information needs to be updated as part of our continuing commitment to protect your account and to reduce the instance of fraud on our website. If you could please take 5-10 minutes out of your online experience and update your personal records you will not run into any future problems with the online service.
However, failure to update your records will result in account suspension. Please update your records on or before November 1, 2005. 
Once you have updated your account records, your PayPal session will not be interrupted and will continue as normal. 
To update your PayPal records click on the following link:
http://www.paypal.com/webscr?cmd=_home
This new security statement will helps us continue to offer PayPal as a secure and cost-effective payment service. We appreciate your cooperation and assistance.

Sincerely,
The PayPal Team


Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and choose the Help link located in the top right corner of any PayPal page. 

PayPal Email ID PP295
",None,1
eBay Service Center <aw-confirm@ebay.com>,"Change Email Notice [Thu, 02 Nov 2005] ",None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@eBay.com>",Please Verify Your eBay Identity,None,None,1
suppovj@eBay.com,eBay Security Validation - Update Account Notizc,"<html>
<br>Dear eBay Community Member,
<br>It has come to our attention that your eBay billing informations are
<br>out of order. If you could please take 5-10 minutes out of your
<br>online experience and update your personal records you will not run
<br>into any future problems with the online service. However, failure
<br>to update your records will result in account suspension. Please
<br>update your records by November 10th.
<br>
<br>
<br>Once you have updated your account records your eBay session will not
be
<br>interrupted and will continue as normal. Failure to update will result in
<br>cancellation of service, Terms of Service (TOS) violations or future
<br>problems.
<br>
<br>To update your eBay records click here:
<br><a HREF=""http://expo93.co.kr/ws/ebayISAPI.dll/UPdate/index.html""
target=""_self"">http://cgi1.ebay.com/aw-cgi/ebayISAPI.dll?UPdate</a>
<br>
<br>Thank you for using eBay.
<br>
<br>Regards,
<br>eBay Billing
</html>

knsexp

",None,1
Peoples Bank <support@peoples.com>,Attn: Account Lock Out - Unlock your Account Access,None,None,1
Amazon <service@amazon.com>,Revision to Your Amazon.com Information ,None,None,1
"""service@paypal.com"" <service@paypal.com>",Notification of Limited Account,None,None,1
eBay <security@eBay.com>,Fraud ALERT,None,None,1
checkout@ebay.com,"I will be sending payment of US $25.76 shortly for eBay item #6069508933, (1B+1C) HP 3820 V40 940c 5110 PSC 750 950 INK CARTRIDGE",None,None,1
Peoples Bank <support@peoples.com>,Attn: Account Lock Out - Unlock your Account Access,None,None,1
Sky Bank Security Department <support@skyfi.com>,Confirm your Online Sky Banking records,None,None,1
eBay <support_id_715520380363@ebay.com>,"eBay Inc: 0fficial Information [Sun, 13 Nov 2005 01:59:49 +0600]",None,None,1
"""update@amazon.com"" <update@amazon.com>",Please Update Your Amazon Account !,None,None,1
account@paypal.com,New email address added to your account !,None,None,1
PayPal <Service@Paypal.com>,Account Review.PayPal Team identified some unusual activity in your account,None,None,1
Wells Fargo <service@wellsfargo.com>,You Must Update Your Account Information,None,None,1
"""service@afbank.com"" <service@afbank.com>",Notification of Limited Account Access(Routing Code:4C840-L001-Q190-T1836),None,None,1
service@paypal.com,PayPal Account Suspension Notice - PayPal Account Limited,None,None,1
service@paypal.com,PayPal Account Suspension Notice - PayPal Account Limited,None,None,1
eBay <aw-confirm@eBay.com>,eBay Notification,None,None,1
Wellsfargo Billing Department <Billing@wellsfargo.com>,Credit/Debit Card Update,None,None,1
Wellsfargo Billing Department <Billing@wellsfargo.com>,Credit/Debit Card Update,None,None,1
service@paypal.com,PayPal Account Suspension Notice - PayPal Account Limited,None,None,1
Customer Service <Service@paypal.com>,Paypal Account Update,None,None,1
"""secure@paypal.com"" <paypal@email.paypal.com>",Get Important Reminders with PayPal� Alerts,None,None,1
PayPal Security Service <service@paypal.com>,Notification of Limited Account Access (Routing Code: C840-L1111-Q110-1113),None,None,1
contact@amazon.com,Private Message From Amazon Accounts Management !!!,None,None,1
PayPal <service@paypal.com>,CONSUMER ALERT : Protect Yourself Against Financial Fraud !,None,None,1
PayPal Security Center <tp-verify@paypal.com>,PayPal Accounts Management,None,None,1
PayPal <service@paypal.com>,Message from Billing Department,None,None,1
PayPal <service@paypal.com>,Notification of Limited Account Access(Routing Code: C840-L001-Q190-T1812),None,None,1
"""PayPal Inc."" <service@paypal.com>",Please Restore Your Account Access,None,None,1
eBay Inc <support_id_733346400543@ebay.com>,Banking mail from eBay Inc,None,None,1
eBay Inc <custservice_ref_96065891136@ebay.com>,eBay: Urgent Notification From Billing Department,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Security issues,None,None,1
eBay <support_id_653337798@ebay.com>,"URGENT SECURITY NOTIFICATION [Thu, 29 Dec 2005 13:10:04 +0300]",None,None,1
eBay <support_num_032@ebay.com>,"Important Fraud Alert From eBay Inc [Fri, 06 Jan 2006 01:06:53 +0500]",None,None,1
Central Bank <account.access@centralbank.net>,Official Notification From Central Bank,None,None,1
"""CustomerSuportForm@CUNA.org"" <CustomerSuportForm@CUNA.org>",Accounts maintenance and verifications,None,None,1
eBay <custservice_ref_400760@ebay.com>,IMPORTANT BANK MAIL FROM EBAY,None,None,1
eBay Security Department <account.access@eBay.com>,eBay TKO NOTICE : Your account could be suspended,None,None,1
Central Bank <custom.service@centralbank.net>,Central Bank - banking@home e-statements and Online Bill Pay deactivation,None,None,1
